Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,113,1091247438,4.560952425003052,0.060699062475850565,0.5737217100212756,0.14796373007895547,0.9721804932574728,0.7290531488364755,0.0,0.0,0.7290531488364755,21.0,8.0
Status quo (no rapid test),0.0,1.0,0.0,114,905953532,4.538695573806763,0.0827267319489279,0.5076017458958328,0.19507572975477186,0.9480350874041854,0.528071264379419,0.0,0.0,0.528071264379419,15.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,115,489692981,4.407516956329346,0.05286963900533075,0.6794402791354659,0.1602074756788886,0.9456441252655451,0.43028894909157184,0.0,0.0,0.43028894909157184,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,116,1403110060,4.450727462768555,0.05512596997762265,0.7808829505226511,0.1586827930314168,0.9589777675168042,0.36398627702796466,0.0,0.0,0.36398627702796466,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,117,855610522,4.364306449890137,0.07229761691461092,0.6327114052131525,0.1895673465219046,0.9577053907366879,0.3643813858915225,0.0,0.0,0.3643813858915225,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,118,1719200974,4.445099592208862,0.05738831574328158,0.6348788227726814,0.17235435051397854,0.9566495734674195,0.43026461363676144,0.0,0.0,0.43026461363676144,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,119,526781435,4.337683439254761,0.08792163724645542,0.739154835617093,0.3003518577273701,0.9497887042743602,0.29684710352746807,0.0,0.0,0.29684710352746807,8.0,21.0
Status quo (no rapid test),0.0,1.0,0.0,120,59365084,4.506452798843384,0.05067467697985796,0.7013027051776246,0.10775846144756544,0.9495838877151027,0.4617989565401051,0.0,0.0,0.4617989565401051,13.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,121,808970187,4.4960901737213135,0.07468376614154908,0.8689370974959447,0.1484541360475714,0.9386276584145501,0.46216688431891967,0.0,0.0,0.46216688431891967,13.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,122,724914122,4.433213233947754,0.08122864478109998,0.5698567943176388,0.14280881777422935,0.9576794478189113,0.4303833726153349,0.0,0.0,0.4303833726153349,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,123,253728702,4.490204334259033,0.0499666978393308,0.821129302974742,0.15918692490820296,0.940902587474361,0.49601033926748356,0.0,0.0,0.49601033926748356,14.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,124,707605940,4.405591011047363,0.05827060040838137,0.6237775123657816,0.16514897080067878,0.9187116746769933,0.3291007336743045,0.0,0.0,0.3291007336743045,9.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,125,1700259449,4.580328464508057,0.05990825153895119,0.8458739853784826,0.21757986968133194,0.9193486126698309,0.3291492157123805,0.0,0.0,0.3291492157123805,9.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,126,644013870,4.37996768951416,0.07574359450470444,0.7990669453383735,0.1700702056710903,0.9305914877234471,0.2958407049560934,0.0,0.0,0.2958407049560934,8.0,21.0
Status quo (no rapid test),0.0,1.0,0.0,127,999188731,4.638199329376221,0.08395793596365754,0.706858619112272,0.1431954458301118,0.9599708602797674,0.4297310521829987,0.0,0.0,0.4297310521829987,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,128,1267631924,3.624105930328369,0.04927902507611872,0.5810230606604381,0.13626541340907797,0.956962420201243,0.39744923883989586,0.0,0.0,0.39744923883989586,11.0,18.0
Status quo (no rapid test),0.0,1.0,0.0,129,1354228198,2.7884597778320312,0.05823622869956151,0.7713440102658855,0.18840825973731812,0.9271959703387765,0.3290210517475151,0.0,0.0,0.3290210517475151,9.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,130,50080229,3.52024245262146,0.07848583143681027,0.6292126097285614,0.2582980149927187,0.9627309952452562,0.39826550829674034,0.0,0.0,0.39826550829674034,11.0,18.0
Status quo (no rapid test),0.0,1.0,0.0,131,1813701257,2.3694961071014404,0.055442386470453214,0.871064633336324,0.1672080161380335,0.9281850147112333,0.3291127578635003,0.0,0.0,0.3291127578635003,9.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,132,2026478608,3.5528252124786377,0.06341029449548602,0.7301183111563182,0.19449776509607114,0.9637453481254622,0.4626295816788563,0.0,0.0,0.4626295816788563,13.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,133,236854643,2.5784757137298584,0.06235539850516758,0.7928341707115184,0.20356152085194273,0.9303672596116379,0.3624384236243248,0.0,0.0,0.3624384236243248,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,134,488627338,3.5839269161224365,0.051042661458512245,0.7584729754491597,0.15197237870516908,0.9603451274087605,0.43127631561125224,0.0,0.0,0.43127631561125224,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,135,790888940,2.9536430835723877,0.0842125258742534,0.831154730367085,0.2043114453865324,0.9475833486788725,0.4301112331583444,0.0,0.0,0.4301112331583444,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,136,443023852,3.2513065338134766,0.06972773893944424,0.8391207134257779,0.3258127498689014,0.9596793783954226,0.4636773702950491,0.0,0.0,0.4636773702950491,13.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,137,1560640429,2.9424960613250732,0.0671465852009475,0.5830771678760222,0.14609365650767728,0.9588535345621517,0.3638935992735438,0.0,0.0,0.3638935992735438,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,138,713619456,2.940162420272827,0.08610829726168417,0.7777841770732664,0.22941574198353118,0.9536836970319235,0.33061706392308954,0.0,0.0,0.33061706392308954,9.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,139,832802126,2.409850597381592,0.06238989715849099,0.7502005347196969,0.13347325246347128,0.9595540028141044,0.4300377728515455,0.0,0.0,0.4300377728515455,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,140,1177559954,3.2244555950164795,0.06618683086621067,0.7926591941758505,0.3080724342064359,0.9385379700552683,0.3973135833052358,0.0,0.0,0.3973135833052358,11.0,18.0
Status quo (no rapid test),0.0,1.0,0.0,141,828251148,2.3755712509155273,0.058453860633188366,0.7585798719303447,0.23821978473451477,0.9562278692335139,0.39613663191162124,0.0,0.0,0.39613663191162124,11.0,18.0
Status quo (no rapid test),0.0,1.0,0.0,142,1821684118,3.047463893890381,0.06554842669761535,0.5768814024117253,0.23283307886492405,0.9504940234725701,0.3627436524086681,0.0,0.0,0.3627436524086681,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,143,1103522485,2.4255576133728027,0.07627375027491014,0.7380819979138884,0.16433844045556162,0.9403465888192002,0.43039771086148665,0.0,0.0,0.43039771086148665,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,144,1179664583,2.80019211769104,0.05492976887226058,0.6086376808156317,0.14511859154894766,0.9580496979851524,0.4636489363535656,0.0,0.0,0.4636489363535656,13.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,145,172854300,2.377946615219116,0.08290751251334158,0.7329620336796713,0.1343526855989889,0.959785279026314,0.43069611507952266,0.0,0.0,0.43069611507952266,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,146,2110358319,2.8555054664611816,0.06544731401709623,0.8359696569185505,0.1461706633479534,0.955087859006158,0.4960477920460085,0.0,0.0,0.4960477920460085,14.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,147,833045232,2.400753974914551,0.06889913213539796,0.8415859922041261,0.23561057286660939,0.9169217991741164,0.3960394047175337,0.0,0.0,0.3960394047175337,11.0,18.0
Status quo (no rapid test),0.0,1.0,0.0,148,69305102,2.6797752380371094,0.0648182047700055,0.8319005710141003,0.20009386175934832,0.9300651755986837,0.4287087671173357,0.0,0.0,0.4287087671173357,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,149,2099058792,2.436854124069214,0.06099641504731688,0.7149575549994768,0.17692422327817084,0.9487269856929307,0.36238266555876975,0.0,0.0,0.36238266555876975,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,150,803582769,2.690692901611328,0.06088247278884502,0.8157975510679122,0.13125893673718853,0.9495138287816022,0.4963964858523278,0.0,0.0,0.4963964858523278,14.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,151,1653446499,2.4718124866485596,0.07835951007570888,0.8975297253841147,0.3983504556346917,0.9393991008866294,0.3627677860165562,0.0,0.0,0.3627677860165562,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,152,1902408805,2.6894309520721436,0.08061478907939851,0.7478207620745787,0.19628502409385365,0.9709673704101184,0.6942566582236009,0.0,0.0,0.6942566582236009,20.0,9.0
Status quo (no rapid test),0.0,1.0,0.0,153,351733400,2.4730727672576904,0.06272123084717951,0.798953025851133,0.20234023277046592,0.941737211876931,0.329746609655759,0.0,0.0,0.329746609655759,9.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,154,1259589446,2.584829807281494,0.05866984388546353,0.7123186273925668,0.2100697244057483,0.9576085011849125,0.4969314063642773,0.0,0.0,0.4969314063642773,14.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,155,1654642800,2.3599133491516113,0.05398294541721036,0.7987224889313603,0.18106751159629014,0.9339527731426507,0.362597999687811,0.0,0.0,0.362597999687811,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,156,2087744588,2.6451821327209473,0.08189409037226397,0.8144157070615602,0.2645578267677697,0.9432260789842583,0.3633161667186657,0.0,0.0,0.3633161667186657,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,157,1937964776,2.736203670501709,0.08088196076663845,0.6488818397249817,0.15023249529294863,0.9558347428334729,0.4303713539084839,0.0,0.0,0.4303713539084839,12.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,158,478818552,2.64892315864563,0.07098210733555502,0.8271955417517117,0.1751326949967916,0.9531623877174501,0.36359715831362416,0.0,0.0,0.36359715831362416,10.0,19.0
Status quo (no rapid test),0.0,1.0,0.0,159,1339482193,2.6276509761810303,0.08390278785172006,0.8162698453499168,0.17703309161928724,0.9326881132512338,0.3620471939886535,0.0,0.0,0.3620471939886535,10.0,19.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,0,625657653,6.3293540477752686,0.07763136087967021,0.6137972983177398,0.17862839449550813,0.9430275985198671,0.4949433229687987,0.13278887985228544,0.021363154496162457,0.34079128862035085,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,1,1698271443,6.875913858413696,0.09019939476725547,0.6962017006727195,0.14756506383663182,0.9578609033322566,0.6282327897078178,0.18956209386766978,0.02367756204180628,0.4149931337983416,18.0,11.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,2,537762751,5.973407030105591,0.08724642336566367,0.596770998747833,0.18135306089052883,0.9492080355896192,0.462038158068138,0.11678948720966745,0.01965613435208001,0.32559253650639075,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,3,574269003,6.45401930809021,0.07134115688418251,0.6312525959219566,0.12917222464779093,0.9664990201158397,0.5303596651977389,0.14914056747916324,0.01624806827934058,0.36497102943923515,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,4,1375843275,6.02028489112854,0.09162203806151761,0.550856850546689,0.15258806069893277,0.9498090398138646,0.561842888272398,0.13651148463034746,0.021502220705221804,0.4038291829368287,16.0,13.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,5,1306270088,6.032128810882568,0.06593010658215345,0.5874794944235069,0.125099761257899,0.9603141103003344,0.5297475053338542,0.13775239114829743,0.017082655126662107,0.3749124590588947,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,6,1238154541,6.196762800216675,0.0855042851626412,0.6703525323813813,0.20180472274682454,0.9643493639509821,0.5952242208654466,0.1662576101895183,0.02841134895384272,0.4005552617220858,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,7,230554038,6.069411516189575,0.08105938867974616,0.5511932173463471,0.10313755583493828,0.960060372935205,0.529760505008136,0.1316784398950344,0.013729120779267932,0.3843529443338337,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,8,1913423023,5.4108803272247314,0.08047095782764684,0.6364953288008904,0.12711874746199714,0.9504992075422807,0.39713048919533306,0.10969557421756106,0.011747377893090606,0.2756875370846814,11.0,18.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,9,32646995,6.3133862018585205,0.08095495238122986,0.7512648544927019,0.18480030244996695,0.9606938309728026,0.6620561121988799,0.2085825095730686,0.030158329603555443,0.4233152730222558,19.0,10.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,10,1220271111,6.310471534729004,0.08100126824958295,0.4639465136805359,0.11332696715079402,0.9518449794844452,0.5289909765833067,0.10992308845864546,0.015374557147090368,0.4036933309775708,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,11,963240097,6.393229961395264,0.07388779600304018,0.6458259895131248,0.11211378898951822,0.96956144004977,0.5963274681451891,0.16916382240936964,0.016687160244232904,0.4104764854915866,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,12,1521599456,6.107526779174805,0.07958874333130875,0.7253327199649581,0.1671301143808895,0.9430081553883359,0.5619308824917293,0.17696200824050215,0.02316365933625941,0.3618052149149678,16.0,13.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,13,937759813,6.079521179199219,0.07504836121972923,0.7592830345307867,0.16145024983645673,0.9619538866921707,0.5962519771619562,0.19484011611055774,0.02429056576988586,0.37712129528151267,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,14,865822978,5.957782745361328,0.07315295656877074,0.872054816439316,0.17485323529369612,0.9524912460267821,0.5294605394826476,0.19583607708366693,0.022213791603034456,0.31141067079594614,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,15,947449799,5.907118082046509,0.05790851584144656,0.6688497786745022,0.12830881343005263,0.9672206695329629,0.49725139412331043,0.14358101903125328,0.01606811300866763,0.33760226208338945,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,16,1782950357,6.70510458946228,0.06860306389743355,0.7049157320441665,0.1821488541088656,0.9756640048311253,0.7632542640274468,0.2265629825999637,0.03415194818299176,0.5025393332444913,22.0,7.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,17,1083503118,5.85696005821228,0.08821873768922142,0.6303081236690576,0.16687296226740733,0.96963025009854,0.4968281456182599,0.12991057890607519,0.01858133812228319,0.34833622858990154,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,18,1437994672,5.7546467781066895,0.05503617572853346,0.7029141724197026,0.14553751386016506,0.9534087526312086,0.4626068428541218,0.1375436713656888,0.01605882361662685,0.3090043478718062,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,19,1562885644,6.110253095626831,0.055912469675655115,0.5034934535457102,0.14875404163922265,0.9674583135683078,0.5635507790032158,0.12822983812014102,0.023189320135164757,0.41213162074791004,16.0,13.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,20,1709144406,6.38293194770813,0.08586856340561691,0.6821249420620666,0.1459180638483588,0.9750121874315478,0.46448163801167247,0.13298794787163956,0.014889075026868205,0.3166046151131647,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,21,553549746,6.273890733718872,0.06432073587348718,0.6762573530762844,0.1806617563265251,0.9660173513409729,0.4641247606275886,0.13112420996628185,0.01998109141637531,0.3130194592449315,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,22,253942920,6.273072004318237,0.0893072410974861,0.7827855867863078,0.1255587271342889,0.9648763318979101,0.5958511352655356,0.20374929011902904,0.018603470419952042,0.3734983747265545,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,23,145511905,6.133731126785278,0.08218888472741746,0.8271134392615159,0.13169311256074118,0.9705327063665863,0.5962506077752552,0.21563519215485502,0.02040987244061689,0.3602055431797833,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,24,1041269999,5.879652976989746,0.075769835298046,0.478744399706543,0.1375566164719473,0.9618059179493413,0.4967304099276998,0.10584048288417998,0.016359762028361736,0.3745301650151579,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,25,1411144752,6.157135009765625,0.06820515729570609,0.7991915404579729,0.16471993983024472,0.9503336105641539,0.5952476136074385,0.20307865393006183,0.024177666136039794,0.3679912935413368,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,26,1509977740,6.272072076797485,0.0645744336764569,0.8055236205023886,0.1786046548588517,0.9614257912295509,0.6284385037631376,0.21267554469773647,0.02789318248741642,0.38786977657798455,18.0,11.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,27,483706708,5.900345325469971,0.07317802132057862,0.5829827849460967,0.09591383983087907,0.9664699639476592,0.5304002138282976,0.13849371929420196,0.013065681878327193,0.3788408126557684,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,28,531799215,6.546368360519409,0.070597212795762,0.573217907108512,0.1421584263140811,0.9665621346349517,0.6958693897007266,0.1719046603872617,0.0249874307666596,0.49897729854680517,20.0,9.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,29,1136840914,5.875066041946411,0.05949837161241694,0.7804578664558985,0.2010132268206749,0.9728300312418554,0.5307790165412494,0.16709317260803522,0.025481892312437315,0.3382039516207768,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,30,1761654661,5.238998651504517,0.06494897331216545,0.47909474852531975,0.12207420317506315,0.9439820535396471,0.36332185613850154,0.08295707250619357,0.010056548502304004,0.270308235130004,10.0,19.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,31,759719521,5.59460186958313,0.07106641805750925,0.6540889208397668,0.12600355809834785,0.940053607443089,0.4625544096082342,0.13424867516090905,0.014154472019556786,0.31415126242776836,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,32,1511148819,5.676519393920898,0.06918287206468184,0.7856503344249579,0.1611291251366827,0.9631734637834853,0.497555735253107,0.16650731401819624,0.018891987098117655,0.31215643413679317,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,33,1533092559,6.2040114402771,0.07537293739036494,0.7232074657980748,0.240455161391612,0.9715819269669752,0.562961614450264,0.16101536062537308,0.030675631578587003,0.37127062224630386,16.0,13.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,34,2007233909,5.614016532897949,0.0794331245982838,0.4652353982986025,0.09841244300074915,0.9521776137999558,0.46331255206893557,0.09890446991853244,0.011757150605190636,0.3526509315452124,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,35,2017903790,5.750859260559082,0.05468973568677252,0.6727731547794173,0.12549995321805582,0.9535044796236393,0.49648890330592477,0.14334538853821882,0.014807942748789693,0.33833557201891623,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,36,1623720875,5.739022731781006,0.05352504439898878,0.6577659379131038,0.13906180459872877,0.9604999628723419,0.4963297819439218,0.13924153154333924,0.01623209173625232,0.34085615866433033,14.0,15.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,37,822005099,6.594651937484741,0.08309803173225991,0.6000632970046256,0.10744409229198766,0.9724920164372953,0.6623168018110993,0.17580132450741107,0.017890220341869566,0.4686252569618186,19.0,10.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,38,1169621962,6.443467140197754,0.07240148664295323,0.7644403947061051,0.1579226456935338,0.9662523354825024,0.6951648339416274,0.23114094135364477,0.027933477588221563,0.4360904149997609,20.0,9.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,39,1315541580,5.369562864303589,0.08939123746428221,0.6262337081507432,0.14446254718440038,0.9351414360664551,0.363084622281901,0.09352611337622815,0.011545643224636599,0.25801286568103626,10.0,19.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,40,1872156770,6.34086537361145,0.08227573190025882,0.7038093124694248,0.16625861706632752,0.9789233369575437,0.6636944383067579,0.1944191846890996,0.027145153062750373,0.44213010055490787,19.0,10.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,41,1117348063,5.644045829772949,0.057358010316188916,0.7034624187591868,0.171856495854465,0.9606786222434369,0.4639278236860419,0.1317709575736951,0.016948867656777826,0.315207998455569,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,42,1785843434,5.645267963409424,0.08718747177757384,0.6048046304441413,0.14733107569440845,0.9150457049698982,0.39486711750086256,0.10778816597667142,0.013828212285491403,0.2732507392386997,11.0,18.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,43,1971002345,5.875865459442139,0.06558415088443961,0.8506083316122068,0.15047283060741398,0.9513979525024607,0.5289640955710836,0.19339884686147998,0.019496233604459835,0.3160690151051438,15.0,14.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,44,1963233104,6.220638751983643,0.08158694566624727,0.7685810428338063,0.16175185204248674,0.9681902878516422,0.5952484030402285,0.19489720757512305,0.023267799406204624,0.37708339605890095,17.0,12.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,45,45295357,5.7632739543914795,0.07023305352751755,0.5956525715820983,0.1275082044880956,0.9307995677464677,0.4626242066683456,0.12081304683872648,0.01531891326634972,0.3264922465632694,13.0,16.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,46,1818929957,5.848739147186279,0.060406015885757676,0.5806581489004541,0.07532888835356773,0.9615742783651604,0.4970659548704619,0.135402795694995,0.009591250033782297,0.35207190914168457,14.0,15.0
